"date","USW00014819_PRCP","USW00014819_tavg2","USW00014819_TMAX","USW00014819_TMIN","USW00094846_PRCP","USW00094846_tavg2","USW00094846_TMAX","USW00094846_TMIN"
2007-06-07,0,81.5,92,71,0,81,91,71
2007-06-08,0,72,81,63,0,69,81,57
2007-06-09,0,68,79,57,0,65.5,79,52
2007-06-10,0,71,81,61,0,68,81,55
2007-06-11,0,75,85,65,0,72,86,58
2007-06-12,0,74,82,66,0,72.5,83,62
2007-06-13,0,77,86,68,0,73.5,87,60
2007-06-14,0,78.5,89,68,0,76.5,89,64
2007-06-15,0,78,89,67,0,77,91,63
2007-06-16,0,80,92,68,0,79.5,93,66
2007-06-17,0.16,81,91,71,0,80.5,91,70
2007-06-18,0.02,81,89,73,0.28,79,89,69
2007-06-19,0.93,73,81,65,0.58,72.5,80,65
2007-06-20,0,73.5,85,62,0,72.5,84,61
2007-06-21,0,73,80,66,0.01,69,77,61
2007-06-22,0,68.5,75,62,0,68.5,76,61
2007-06-23,0.34,64.5,68,61,0.05,64.5,67,62
2007-06-24,0,70,75,65,0,70,77,63
2007-06-25,0,76.5,86,67,0,77,89,65
2007-06-26,0,82,91,73,0.16,81,92,70
2007-06-27,0.35,80,89,71,0.15,81,91,71
2007-06-28,0,67,73,61,0,66,74,58
2007-06-29,0.1,63.5,71,56,0,63,70,56
2007-06-30,0,67.5,77,58,0,66.5,79,54
2007-07-01,0,68.5,76,61,0,64.5,75,54
2007-07-02,0,67.5,77,58,0,66,79,53
2007-07-03,0.09,73,83,63,0.4,71.5,83,60
2007-07-04,0.66,75.5,84,67,0.16,76.5,86,67
2007-07-05,0,79,88,70,0,80,89,71
2007-07-06,0,76,84,68,0,76,86,66
2007-07-07,0,78,88,68,0,77,90,64
2007-07-08,0,84,93,75,0,84.5,94,75
2007-07-09,0.24,82.5,93,72,0.3,82,94,70
2007-07-10,0.08,79.5,89,70,0.43,79,89,69
2007-07-11,0,70,77,63,0,69.5,77,62
2007-07-12,0,70,80,60,0,70.5,80,61
2007-07-13,0,66.5,74,59,0,68,78,58
2007-07-14,0,73.5,85,62,0,72.5,84,61
2007-07-15,0,72,80,64,0,71,82,60
2007-07-16,0.07,74,82,66,0.39,73.5,82,65
2007-07-17,0.11,76,83,69,0.11,75.5,83,68
2007-07-18,0.92,77,85,69,1.55,77,85,69
2007-07-19,0.01,72.5,82,63,0.16,73,83,63
2007-07-20,0,68,74,62,0,66.5,75,58
2007-07-21,0,66.5,75,58,0,66,74,58
2007-07-22,0,71,81,61,0,69.5,81,58
2007-07-23,0,72.5,82,63,0,71.5,83,60
2007-07-24,0,73.5,82,65,0,73.5,82,65
2007-07-25,0,76.5,83,70,0,78,85,71
2007-07-26,0.89,74,84,64,0.19,74.5,83,66
2007-07-27,0.04,76.5,83,70,0.17,76.5,83,70
2007-07-28,0,75,80,70,0,73,80,66
2007-07-29,0,76,85,67,0,74,85,63
2007-07-30,0,75.5,86,65,0,75.5,89,62
2007-07-31,0,79,89,69,0,79.5,91,68
2007-08-01,0,80,91,69,0,80.5,92,69
2007-08-02,0,82,91,73,0,80.5,91,70
2007-08-03,0,80.5,88,73,0,79.5,90,69
2007-08-04,0.02,74.5,81,68,0.03,72.5,81,64
2007-08-05,0.97,78,88,68,1.43,77.5,88,67
2007-08-06,0.05,80,85,75,0.26,81,88,74
2007-08-07,0.06,82.5,92,73,1.31,81.5,91,72
2007-08-08,0.09,80.5,87,74,0.06,80,87,73
2007-08-09,0.46,79,85,73,0.05,78,84,72
2007-08-10,0,79.5,86,73,0,78,86,70
2007-08-11,0,78,88,68,0,78,89,67
2007-08-12,0.23,77.5,87,68,0.29,77.5,88,67
2007-08-13,0,74.5,80,69,0,73,81,65
2007-08-14,0.45,74.5,84,65,0.41,74.5,84,65
2007-08-15,0.83,76.5,81,72,0.23,75.5,80,71
2007-08-16,0,72,77,67,0,71,77,65
2007-08-17,0,72.5,80,65,0,69.5,79,60
2007-08-18,0.42,64.5,69,60,0.09,63.5,68,59
2007-08-19,1.33,65.5,69,62,1.33,65,68,62
2007-08-20,0.48,72,76,68,0.91,73,78,68
2007-08-21,0.01,77,85,69,0,78,87,69
2007-08-22,0.88,80,90,70,0.37,79.5,90,69
2007-08-23,1.96,79.5,89,70,2.35,78,87,69
2007-08-24,0.2,75,81,69,0.24,74.5,80,69
2007-08-25,0.25,70.5,76,65,0.34,71.5,79,64
2007-08-26,0,69.5,78,61,0,69.5,79,60
2007-08-27,0,71,79,63,0,69.5,79,60
2007-08-28,0,79.5,90,69,0,79,91,67
2007-08-29,0,77.5,86,69,0,76.5,85,68
2007-08-30,0,67.5,75,60,0,66,75,57
2007-08-31,0,66.5,76,57,0,67,77,57
2007-09-01,0,69.5,79,60,0,69,81,57
2007-09-02,0,73,84,62,0,73,85,61
2007-09-03,0,76,88,64,0,77,88,66
2007-09-04,0,78.5,90,67,0,76,89,63
2007-09-05,0,81.5,91,72,0,78,90,66
2007-09-06,0.08,79,84,74,0.18,77.5,82,73
2007-09-07,0.67,77.5,84,71,0.19,77,84,70
2007-09-08,0,73,78,68,0,71,78,64
2007-09-09,0,71,79,63,0,71.5,80,63
2007-09-10,0.25,64,73,55,0.36,64,74,54
2007-09-11,0,61,71,51,0,60.5,71,50
2007-09-12,0,56,66,46,0,56.5,67,46
2007-09-13,0,66,79,53,0,64,78,50
2007-09-14,0,57,67,47,0,55.5,66,45
2007-09-15,0,52,62,42,0,50,61,39
2007-09-16,0,60.5,72,49,0,57.5,71,44
2007-09-17,0,67.5,80,55,0,66,80,52
2007-09-18,0,77.5,89,66,0,75.5,88,63
2007-09-19,0,76,84,68,0,74.5,84,65
2007-09-20,0,69.5,76,63,0,69,78,60
2007-09-21,0,79,90,68,0,76,88,64
2007-09-22,0,65,72,58,0,62.5,74,51
2007-09-23,0,69,83,55,0,67,84,50
2007-09-24,0,81,91,71,0,79,90,68
2007-09-25,0.01,75,83,67,0.27,74,85,63
2007-09-26,0.14,61.5,68,55,0.09,61,69,53
2007-09-27,0,63,74,52,0,62,75,49
2007-09-28,0,63,73,53,0,63,73,53
2007-09-29,0,67,82,52,0,65,80,50
2007-09-30,0.14,72.5,84,61,0.14,71,83,59
2007-10-01,0.17,63.5,68,59,0.29,64,69,59
2007-10-02,0.11,69.5,80,59,0.09,67.5,78,57
2007-10-03,0,65,74,56,0,64.5,74,55
2007-10-04,0,69.5,83,56,0,66.5,82,51
2007-10-05,0.06,76.5,85,68,0,73,84,62
2007-10-06,0,79.5,88,71,0,78,87,69
2007-10-07,0,79,88,70,0,77,87,67
2007-10-08,0,75,88,62,0,73.5,87,60
2007-10-09,0,63.5,77,50,0,62.5,76,49
2007-10-10,0,50,53,47,0,50.5,54,47
2007-10-11,0,52,56,48,0,50,54,46
2007-10-12,0,51,57,45,0,48.5,56,41
2007-10-13,0,51.5,59,44,0,49.5,59,40
2007-10-14,0.01,59,63,55,0.15,57,61,53
2007-10-15,0.04,66,77,55,0.07,62.5,74,51
2007-10-16,0.19,62,68,56,0.24,59.5,67,52
2007-10-17,0.11,62,74,50,0.04,59.5,72,47
2007-10-18,0.34,69.5,79,60,0.3,68.5,78,59
2007-10-19,0,57,61,53,0.01,56,60,52
2007-10-20,0,60.5,74,47,0,60,73,47
2007-10-21,0,70,79,61,0,70,80,60
2007-10-22,0.15,56.5,66,47,0.16,56.5,67,46
2007-10-23,0.03,49.5,53,46,0,50.5,58,43
2007-10-24,0,49,53,45,0,49,55,43
2007-10-25,0,51,57,45,0,50,55,45
2007-10-26,0.41,59.5,66,53,0.33,59,65,53
2007-10-27,0.08,48,57,39,0.01,46,55,37
2007-10-28,0,45,56,34,0,45,56,34
2007-10-29,0,49.5,60,39,0,50,61,39
2007-10-30,0,54,66,42,0,53.5,66,41
2007-10-31,0,53,63,43,0,51.5,62,41
2007-11-01,0,45.5,54,37,0,44.5,54,35
2007-11-02,0,47,57,37,0,44,57,31
2007-11-03,0,46,56,36,0,45.5,55,36
2007-11-04,0.01,46.5,53,40,0.01,45,53,37
2007-11-05,0,45.5,54,37,0,45.5,54,37
2007-11-06,0,39.5,45,34,0,39,45,33
2007-11-07,0,36.5,42,31,0,37,43,31
2007-11-08,0,45,52,38,0,43.5,51,36
2007-11-09,0,40.5,48,33,0,40,48,32
2007-11-10,0,40,51,29,0,39,50,28
2007-11-11,0.04,49.5,57,42,0.06,49.5,57,42
2007-11-12,0,57.5,66,49,0,55,66,44
2007-11-13,0,48.5,60,37,0,46.5,60,33
2007-11-14,0.01,48,56,40,0,47.5,56,39
2007-11-15,0,34.5,40,29,0,34,40,28
2007-11-16,0,32.5,40,25,0,32.5,41,24
2007-11-17,0.01,40,44,36,0.04,40,46,34
2007-11-18,0.01,40,42,38,0.01,40,43,37
2007-11-19,0,50,61,39,0,48.5,59,38
2007-11-20,0.26,52,58,46,0.3,50,55,45
2007-11-21,1.11,40,46,34,0.83,39,45,33
2007-11-22,0,30,34,26,0.01,29,33,25
2007-11-23,0,26.5,31,22,0,27,32,22
2007-11-24,0,32,38,26,0,32.5,38,27
2007-11-25,0,33,38,28,0,33,38,28
2007-11-26,0,35,39,31,0,35,39,31
2007-11-27,0,32,37,27,0,29.5,35,24
2007-11-28,0,38,49,27,0,35.5,48,23
2007-11-29,0,26,33,19,0,26,34,18
2007-11-30,0,29,37,21,0,28,36,20
2007-12-01,0.41,28,35,21,0.63,26.5,34,19
2007-12-02,0.24,38.5,49,28,0.23,36,45,27
2007-12-03,0,25,31,19,0,24,29,19
2007-12-04,0.14,28.5,33,24,0.23,27.5,33,22
2007-12-05,0.1,20.5,30,11,0.18,19.5,30,9
2007-12-06,0.02,16,25,7,0.04,12,24,0
2007-12-07,0,27.5,30,25,0,27,30,24
2007-12-08,0.01,22,28,16,0.04,18.5,24,13
2007-12-09,0,30,33,27,0.02,25.5,29,22
2007-12-10,0,31,34,28,0,28.5,32,25
2007-12-11,0.68,31.5,34,29,0.67,30,33,27
2007-12-12,0,31,36,26,0,29.5,36,23
2007-12-13,0,31.5,34,29,0,31,34,28
2007-12-14,0,24.5,29,20,0,23,28,18
2007-12-15,0.13,29,31,27,0.17,28,31,25
2007-12-16,0.03,23.5,29,18,0.17,23,29,17
2007-12-17,0,19.5,23,16,0,19,23,15
2007-12-18,0,28,35,21,0,29,37,21
2007-12-19,0,29,35,23,0,28,34,22
2007-12-20,0.02,31.5,39,24,0.06,30.5,38,23
2007-12-21,0.04,36.5,39,34,0.06,35.5,38,33
2007-12-22,0.03,43.5,51,36,0.11,43,50,36
2007-12-23,0.1,33.5,52,15,0.24,33,52,14
2007-12-24,0,24,27,21,0,23,26,20
2007-12-25,0,33,42,24,0,31.5,42,21
2007-12-26,0.02,37,45,29,0,34.5,45,24
2007-12-27,0.06,33.5,36,31,0.07,34,38,30
2007-12-28,0.18,33,35,31,0.28,32,34,30
2007-12-29,0,26.5,31,22,0,25,30,20
2007-12-30,0,28.5,33,24,0.03,26.5,35,18
2007-12-31,0.11,28,32,24,0.26,29,33,25
2008-01-01,0,16.5,28,5,0.05,15.5,27,4
2008-01-02,0,12,21,3,0,11,20,2
2008-01-03,0,12,23,1,0,11.5,23,0
2008-01-04,0,28.5,35,22,0,29,36,22
2008-01-05,0.02,39,43,35,0,39,43,35
2008-01-06,0,51,60,42,0.01,50.5,60,41
2008-01-07,0.42,59.5,65,54,0.03,58,65,51
2008-01-08,1.55,46.5,56,37,0.66,46.5,56,37
2008-01-09,0,35.5,40,31,0,34.5,39,30
2008-01-10,0.24,38.5,44,33,0.3,38,44,32
2008-01-11,0,33.5,37,30,0.01,32,36,28
2008-01-12,0,34.5,42,27,0,33,41,25
2008-01-13,0,31.5,36,27,0,32,37,27
2008-01-14,0,22.5,27,18,0.02,21,27,15
2008-01-15,0,20.5,27,14,0,19.5,26,13
2008-01-16,0,30,39,21,0,30,40,20
2008-01-17,0.07,23.5,34,13,0.08,22.5,33,12
2008-01-18,0,18.5,29,8,0,16.5,27,6
2008-01-19,0,2.5,8,-3,0,1.5,6,-3
2008-01-20,0,3,10,-4,0,2.5,10,-5
2008-01-21,0.05,18.5,28,9,0.1,17.5,27,8
2008-01-22,0.09,21,31,11,0.08,19.5,29,10
2008-01-23,0.01,11.5,16,7,0.04,9.5,14,5
2008-01-24,0,4,11,-3,0,3,10,-4
2008-01-25,0.03,9,21,-3,0.03,7.5,20,-5
2008-01-26,0.02,25.5,32,19,0.05,25.5,32,19
2008-01-27,0,24,36,12,0,20.5,35,6
2008-01-28,0.04,37,44,30,0.02,32,44,20
2008-01-29,0.1,25.5,49,2,0.2,25,48,2
2008-01-30,0,6,13,-1,0,5,12,-2
2008-01-31,0.04,19,26,12,0.25,18,26,10
2008-02-01,0.06,27.5,31,24,0.14,27,30,24
2008-02-02,0,28,31,25,0,27.5,30,25
2008-02-03,0.16,29,32,26,0.16,28.5,32,25
2008-02-04,0.08,31.5,43,20,0.33,38,44,32
2008-02-05,0.19,38.5,43,34,0.18,36,40,32
2008-02-06,0.41,31,35,27,0.54,30,34,26
2008-02-07,0,27,28,26,0,25.5,27,24
2008-02-08,0.12,32.5,39,26,0.07,30.5,38,23
2008-02-09,0,26.5,36,17,0,26,36,16
2008-02-10,0,7,17,-3,0,6,16,-4
2008-02-11,0.03,6,15,-3,0,6,15,-3
2008-02-12,0.04,18.5,22,15,0.13,17.5,22,13
2008-02-13,0,16,23,9,0,14,21,7
2008-02-14,0,26.5,36,17,0,23.5,34,13
2008-02-15,0,20.5,28,13,0,16.5,24,9
2008-02-16,0,23.5,36,11,0.01,19,33,5
2008-02-17,0.77,42,53,31,1.1,38.5,47,30
2008-02-18,0,20,33,7,0,19.5,32,7
2008-02-19,0,10,16,4,0,9,14,4
2008-02-20,0,21,36,6,0.02,12,19,5
2008-02-21,0,16.5,23,10,0,15.5,23,8
2008-02-22,0,25.5,30,21,0,24,27,21
2008-02-23,0,28,35,21,0,26,33,19
2008-02-24,0,28.5,37,20,0,26.5,36,17
2008-02-25,0.29,32.5,34,31,0.46,32.5,34,31
2008-02-26,0.06,27,33,21,0.25,26,32,20
2008-02-27,0,20.5,25,16,0,19,23,15
2008-02-28,0.01,17.5,25,10,0.02,17,26,8
2008-02-29,0.05,31,39,23,0.12,30.5,38,23
2008-03-01,0,28,33,23,0,27,33,21
2008-03-02,0,45.5,58,33,0.07,44.5,57,32
2008-03-03,0.32,41.5,57,26,0.61,40,56,24
2008-03-04,0,28,31,25,0,26,31,21
2008-03-05,0,29,37,21,0,28.5,36,21
2008-03-06,0,29.5,35,24,0,26.5,32,21
2008-03-07,0,22,28,16,0,20,26,14
2008-03-08,0,21.5,27,16,0.01,19.5,25,14
2008-03-09,0,29.5,37,22,0,27.5,35,20
2008-03-10,0,30,35,25,0,30,35,25
2008-03-11,0,35.5,48,23,0,35.5,48,23
2008-03-12,0,37,44,30,0,36,44,28
2008-03-13,0,49,59,39,0,46,57,35
2008-03-14,0,44.5,55,34,0,43.5,57,30
2008-03-15,0,35.5,40,31,0,33,39,27
2008-03-16,0,33.5,37,30,0,31.5,37,26
2008-03-17,0.08,35.5,40,31,0.02,34.5,39,30
2008-03-18,0.06,41,46,36,0.06,39,42,36
2008-03-19,0,40,47,33,0,40.5,48,33
2008-03-20,0,38,48,28,0,38.5,49,28
2008-03-21,0.18,32,34,30,0.58,31.5,34,29
2008-03-22,0.01,32.5,37,28,0.08,32,37,27
2008-03-23,0,33.5,40,27,0,34,42,26
2008-03-24,0,34,40,28,0,33,39,27
2008-03-25,0,48,60,36,0,46.5,58,35
2008-03-26,0,42,52,32,0,41,51,31
2008-03-27,0.32,40,47,33,0.47,38.5,45,32
2008-03-28,0.01,36,40,32,0,33.5,40,27
2008-03-29,0,36.5,44,29,0,35,44,26
2008-03-30,0.04,39.5,43,36,0.03,39,42,36
2008-03-31,0.31,50.5,61,40,0.7,49.5,60,39
2008-04-01,0,46,59,33,0,45,58,32
2008-04-02,0,40,50,30,0,39,50,28
2008-04-03,0.05,45,54,36,0.19,44,53,35
2008-04-04,0.01,45,53,37,0.01,46,54,38
2008-04-05,0,51,63,39,0,50,63,37
2008-04-06,0,54,65,43,0,50.5,64,37
2008-04-07,0,48.5,54,43,0.01,47.5,53,42
2008-04-08,0.5,46,50,42,0.61,42.5,45,40
2008-04-09,0,45,52,38,0,44.5,52,37
2008-04-10,0.6,47,56,38,0.84,45,53,37
2008-04-11,0.06,52.5,65,40,0.03,52,64,40
2008-04-12,0.16,37.5,41,34,0.22,37.5,42,33
2008-04-13,0.03,37.5,41,34,0.04,37,42,32
2008-04-14,0,42,50,34,0,41.5,50,33
2008-04-15,0,46,59,33,0,45,59,31
2008-04-16,0,59,72,46,0,59,73,45
2008-04-17,0,62,74,50,0,57,69,45
2008-04-18,0,64,76,52,0,60,75,45
2008-04-19,0.1,55.5,61,50,0.06,56,65,47
2008-04-20,0,58.5,70,47,0,58,72,44
2008-04-21,0,60,75,45,0,58.5,75,42
2008-04-22,0,65.5,75,56,0,61.5,74,49
2008-04-23,0,62.5,73,52,0,63.5,74,53
2008-04-24,0.05,64,74,54,0.07,64,74,54
2008-04-25,0.34,63.5,82,45,0.23,63,82,44
2008-04-26,0,49,58,40,0,47.5,57,38
2008-04-27,0,46.5,53,40,0,46,54,38
2008-04-28,0.19,42,47,37,0.41,40.5,46,35
2008-04-29,0,39.5,44,35,0,37.5,44,31
2008-04-30,0,47,59,35,0,44,57,31
2008-05-01,0,60.5,73,48,0,61,74,48
2008-05-02,0.74,64.5,74,55,1.28,62.5,74,51
2008-05-03,0.01,50,56,44,0,49.5,56,43
2008-05-04,0,52.5,66,39,0,51.5,65,38
2008-05-05,0,62,74,50,0,62.5,75,50
2008-05-06,0,67,82,52,0,63.5,81,46
2008-05-07,0.71,60.5,71,50,0.76,59.5,70,49
2008-05-08,0,53,59,47,0,52,59,45
2008-05-09,0,50,58,42,0,49.5,58,41
2008-05-10,0,51,61,41,0,49.5,61,38
2008-05-11,1.46,53.5,60,47,0.95,52,58,46
2008-05-12,0,47,53,41,0,48,56,40
2008-05-13,0.32,59,73,45,0.08,56.5,73,40
2008-05-14,0.02,53.5,61,46,0.02,54.5,64,45
2008-05-15,0,50,57,43,0,50,57,43
2008-05-16,0,56.5,72,41,0,56.5,73,40
2008-05-17,0.26,61.5,73,50,0.12,62.5,73,52
2008-05-18,0,50,55,45,0,49.5,55,44
2008-05-19,0,50.5,59,42,0,50,60,40
2008-05-20,0,56.5,64,49,0,56.5,66,47
2008-05-21,0,55,65,45,0,53.5,66,41
2008-05-22,0,51.5,56,47,0,52,59,45
2008-05-23,0,53.5,59,48,0,51.5,57,46
2008-05-24,0,56,68,44,0,53.5,67,40
2008-05-25,0,64.5,78,51,0,61,78,44
2008-05-26,0,68.5,84,53,0.48,64,81,47
2008-05-27,0,49,53,45,0,46,50,42
2008-05-28,0,53,61,45,0,52.5,62,43
2008-05-29,0.08,56.5,68,45,0.01,54.5,67,42
2008-05-30,0.3,67.5,77,58,0.4,66,77,55
2008-05-31,0,69.5,79,60,0,69,79,59
2008-06-01,0,63.5,71,56,0,63.5,74,53
2008-06-02,0,73,85,61,0,71,86,56
2008-06-03,0.92,65.5,74,57,0.52,62,69,55
2008-06-04,0.02,68.5,78,59,0,66,78,54
2008-06-05,0.22,78,88,68,0.64,73.5,87,60
2008-06-06,0.03,79.5,86,73,0,80,87,73
2008-06-07,0.07,78,84,72,0.11,77,85,69
2008-06-08,1.31,76,87,65,1.24,74.5,85,64
2008-06-09,0.21,69.5,74,65,0.14,69.5,74,65
2008-06-10,0.01,70,80,60,0,69,79,59
2008-06-11,0,76,86,66,0,73.5,86,61
2008-06-12,0,82,91,73,0,82,91,73
2008-06-13,0.19,74,82,66,0.39,73.5,82,65
2008-06-14,0,72.5,84,61,0,71.5,84,59
2008-06-15,0.29,71,82,60,0.18,71,81,61
2008-06-16,0,67,74,60,0,65.5,72,59
2008-06-17,0,66,76,56,0,65.5,76,55
2008-06-18,0,66.5,75,58,0,66.5,77,56
2008-06-19,0,67.5,80,55,0,66.5,81,52
2008-06-20,0.04,71.5,83,60,0.09,70,82,58
2008-06-21,0.01,72.5,83,62,0.01,71.5,82,61
2008-06-22,0.02,71,81,61,0.16,69.5,82,57
2008-06-23,0,66.5,76,57,0,66.5,77,56
2008-06-24,0,69.5,82,57,0,68.5,82,55
2008-06-25,0.11,73,79,67,0.08,72.5,79,66
2008-06-26,0,79,87,71,0,78,86,70
2008-06-27,0,77,85,69,0,75,84,66
2008-06-28,0,75,84,66,0.04,73.5,83,64
2008-06-29,0.22,69,77,61,0.58,67.5,75,60
2008-06-30,0,70,81,59,0,69.5,80,59
2008-07-01,0,70.5,84,57,0,70.5,83,58
2008-07-02,0.12,76,89,63,0.2,75,87,63
2008-07-03,0,65,71,59,0,63,71,55
2008-07-04,0,66.5,75,58,0,64,76,52
2008-07-05,0,68,79,57,0,67,80,54
2008-07-06,0,75.5,88,63,0,73,87,59
2008-07-07,0.11,80.5,87,74,0.03,79,87,71
2008-07-08,0.28,66,86,46,0.03,77.5,85,70
2008-07-09,0,76,85,67,0,76,85,67
2008-07-10,0.43,74,84,64,0.72,73,82,64
2008-07-11,0.03,76.5,89,64,0.34,76,88,64
2008-07-12,0.65,74.5,83,66,0.73,73,81,65
2008-07-13,0,70,79,61,0,70.5,79,62
2008-07-14,0,73,84,62,0,73,84,62
2008-07-15,0,79,91,67,0,75.5,90,61
2008-07-16,0,82,91,73,0,80.5,90,71
2008-07-17,0,82,90,74,0,80,89,71
2008-07-18,0,82,91,73,0.04,80,86,74
2008-07-19,1.22,75,80,70,1.61,72.5,78,67
2008-07-20,0.43,77,86,68,0.74,77,86,68
2008-07-21,0.13,77,84,70,0.13,75.5,83,68
2008-07-22,0.06,70.5,75,66,0,70,77,63
2008-07-23,0,70.5,81,60,0,70.5,81,60
2008-07-24,0,71,82,60,0,70.5,82,59
2008-07-25,0,74.5,84,65,0,71.5,82,61
2008-07-26,0,76,85,67,0,74.5,84,65
2008-07-27,0,73,83,63,0,72.5,83,62
2008-07-28,0,77,84,70,0,75.5,85,66
2008-07-29,0.23,79.5,89,70,0.05,76.5,88,65
2008-07-30,0,81,90,72,0,80.5,89,72
2008-07-31,0.5,80,89,71,0.14,80.5,89,72
2008-08-01,0,80.5,89,72,1.05,78.5,89,68
2008-08-02,0,74,80,68,0,73,81,65
2008-08-03,0,74,85,63,0,72.5,84,61
2008-08-04,0.59,78.5,88,69,2.43,78.5,87,70
2008-08-05,0.08,79.5,88,71,0,78,87,69
2008-08-06,0.01,75.5,84,67,0,75.5,84,67
2008-08-07,0.01,72,81,63,0,73,82,64
2008-08-08,0,71,78,64,0,71,79,63
2008-08-09,0,69.5,78,61,0,71,80,62
2008-08-10,0,67.5,74,61,0,66,74,58
2008-08-11,0,68,76,60,0,68,77,59
2008-08-12,0,69.5,77,62,0,69,77,61
2008-08-13,0,71.5,77,66,0.06,72.5,79,66
2008-08-14,0,71.5,78,65,0,71,79,63
2008-08-15,0,69.5,78,61,0,69.5,78,61
2008-08-16,0,70.5,82,59,0,70.5,83,58
2008-08-17,0,74,85,63,0,73.5,84,63
2008-08-18,0,75,85,65,0,75,85,65
2008-08-19,0,74.5,84,65,0,72.5,82,63
2008-08-20,0,74,81,67,0,73,81,65
2008-08-21,0,75.5,82,69,0,75,82,68
2008-08-22,0,79.5,84,75,0.09,77.5,83,72
2008-08-23,0,79.5,90,69,0,77.5,87,68
2008-08-24,0,71.5,78,65,0,70,77,63
2008-08-25,0,70,74,66,0,69,74,64
2008-08-26,0,68,75,61,0,68.5,76,61
2008-08-27,0,71,82,60,0,72,83,61
2008-08-28,0.02,74,81,67,0.06,71.5,80,63
2008-08-29,0,75.5,84,67,0.04,74.5,85,64
2008-08-30,0,74,87,61,0,71.5,87,56
2008-08-31,0,77,89,65,0,75,90,60
2008-09-01,0,78,89,67,0,76,90,62
2008-09-02,0,81.5,95,68,0,79.5,94,65
2008-09-03,0,72.5,77,68,0.02,71.5,77,66
2008-09-04,2.68,65.5,68,63,2.9,64,67,61
2008-09-05,0.01,63,68,58,0,63.5,70,57
2008-09-06,0,65,74,56,0.01,63.5,74,53
2008-09-07,0.01,66,74,58,0,64.5,74,55
2008-09-08,1.01,61.5,70,53,1.23,59.5,67,52
2008-09-09,0.01,58.5,68,49,0,59,69,49
2008-09-10,0,61,72,50,0,60,72,48
2008-09-11,0,68,79,57,0,67,79,55
2008-09-12,0.62,71,73,69,0.37,71,73,69
2008-09-13,3.07,73,77,69,6.64,71.5,75,68
2008-09-14,1.75,65,72,58,1.44,65,72,58
2008-09-15,0.01,60,65,55,0,58,63,53
2008-09-16,0,60.5,71,50,0,60,71,49
2008-09-17,0,70.5,83,58,0,69.5,82,57
2008-09-18,0,68,74,62,0,65,74,56
2008-09-19,0,68.5,79,58,0,65.5,77,54
2008-09-20,0,70.5,82,59,0,69,82,56
2008-09-21,0,70,80,60,0,69,80,58
2008-09-22,0,72.5,82,63,0,71,81,61
2008-09-23,0,73,83,63,0,70.5,82,59
2008-09-24,0,72,82,62,0.2,69.5,82,57
2008-09-25,0,72,78,66,0,70,77,63
2008-09-26,0,69,78,60,0,69,79,59
2008-09-27,0,67.5,80,55,0,67,81,53
2008-09-28,0,64.5,69,60,0,62.5,68,57
2008-09-29,0.11,60.5,65,56,0.82,59,64,54
2008-09-30,0.01,54.5,61,48,0,53.5,59,48
2008-10-01,0,54,62,46,0,53.5,61,46
2008-10-02,0,52.5,62,43,0,51.5,61,42
2008-10-03,0.01,54,59,49,0.01,52,60,44
2008-10-04,0,51,60,42,0,49.5,61,38
2008-10-05,0.03,53.5,61,46,0.06,51,61,41
2008-10-06,0,63,70,56,0,61.5,69,54
2008-10-07,0.86,60.5,65,56,0.8,59.5,63,56
2008-10-08,0.29,57.5,63,52,0.19,57,64,50
2008-10-09,0,58.5,69,48,0,58,69,47
2008-10-10,0,59.5,73,46,0,57,72,42
2008-10-11,0,67.5,80,55,0,65,79,51
2008-10-12,0,74,86,62,0,70.5,84,57
2008-10-13,0,71.5,79,64,0,69,77,61
2008-10-14,0,62.5,70,55,0,61,69,53
2008-10-15,0.24,57,64,50,0.3,55,63,47
2008-10-16,0,51.5,59,44,0,51,59,43
2008-10-17,0,50,56,44,0,50,57,43
2008-10-18,0.14,53,60,46,0.05,51.5,60,43
2008-10-19,0,53,62,44,0,51,62,40
2008-10-20,0.31,50,56,44,0.18,49,55,43
2008-10-21,0,47,55,39,0,46.5,55,38
2008-10-22,0,47,54,40,0,43.5,52,35
2008-10-23,0.09,50,60,40,0.16,49.5,58,41
2008-10-24,0.63,50.5,56,45,0.32,49,54,44
2008-10-25,0,48,53,43,0,48,53,43
2008-10-26,0.01,46,56,36,0,46.5,56,37
2008-10-27,0,40.5,47,34,0,40,47,33
2008-10-28,0,38.5,45,32,0,38,45,31
2008-10-29,0,42,51,33,0,41.5,51,32
2008-10-30,0,48.5,63,34,0,46.5,62,31
2008-10-31,0,60,71,49,0,59,70,48
2008-11-01,0,51.5,54,49,0,51,54,48
2008-11-02,0.16,59.5,70,49,0.1,57.5,67,48
2008-11-03,0,64.5,73,56,0,63.5,73,54
2008-11-04,0,62.5,72,53,0,60.5,71,50
2008-11-05,0,61.5,71,52,0,59,71,47
2008-11-06,0.23,59,67,51,0.34,55,65,45
2008-11-07,0.03,44,51,37,0.06,41,47,35
2008-11-08,0.02,37.5,39,36,0.05,37.5,40,35
2008-11-09,0,34,38,30,0,34.5,39,30
2008-11-10,0,33,39,27,0,32.5,39,26
2008-11-11,0.15,32.5,39,26,0.29,30.5,38,23
2008-11-12,0.06,43.5,49,38,0.04,43,48,38
2008-11-13,0.03,49.5,55,44,0.06,49.5,55,44
2008-11-14,0.11,47.5,52,43,0.05,47,52,42
