Year ,Month ,Day ,Max,Min,Rain,Snow,X.7,,,X.6,,Evaporation,X.8,,,
2018,5,30,86,67,0.9,0,0,,,,,,,,,
2018,5,31,89,69,0,0,0,,,,,,,,,
2018,6,1,76,53,0,0,0,,,,,,,,,
2018,6,2,70,52,0.31,0,0,,,,,,,,,
2018,6,3,78,60,0,0,0,,,,,,,,,
2018,6,4,80,55,0,0,0,,,,,,,,,
2018,6,5,72,54,0.01,0,0,,,,,,,,,
2018,6,6,79,48,0.1,0,0,,,,,,,,,
2018,6,7,81,60,0,0,0,,,,,,,,,
2018,6,8,73,59,T,0,0,,,,,,,,,
2018,6,9,82,57,1.31,0,0,,,,,,,,,
2018,6,10,71,60,1.34,0,0,,,,,,,,,
2018,6,11,70,61,0.1,0,0,,,,,,,,,
2018,6,12,80,62,T,0,0,,,,,,,,,
2018,6,13,81,64,0,0,0,,,,,,,,,
2018,6,14,81,64,0,0,0,,,,,,,,,
2018,6,15,89,64,0,0,0,,,,,,,,,
2018,6,16,92,69,0.65,0,0,,,,,,,,,
2018,6,17,93,78,T,0,0,,,,,,,,,
2018,6,18,95,66,0.36,0,0,,,,,,,,,
2018,6,19,81,63,0.02,0,0,,,,,,,,,
2018,6,20,77,65,T,0,0,,,,,,,,,
2018,6,21,67,62,1.41,0,0,,,,,,,,,
2018,6,22,64,59,1.23,0,0,,,,,,,,,
2018,6,23,81,62,T,0,0,,,,,,,,,
2018,6,24,80,64,0,0,0,,,,,,,,,
2018,6,25,78,61,0,0,0,,,,,,,,,
2018,6,26,84,66,0.76,0,0,,,,,,,,,
2018,6,27,80,69,0.03,0,0,,,,,,,,,
2018,6,28,88,68,0,0,0,,,,,,,,,
2018,6,29,96,73,0,0,0,,,,,,,,,
2018,6,30,94,80,0,0,0,,,,,,,,,
2018,7,1,94,76,0.24,0,0,,,,,,,,,
2018,7,2,85,69,0,0,0,,,,,,,,,
2018,7,3,89,63,0,0,0,,,,,,,,,
2018,7,4,93,76,0.01,0,0,,,,,,,,,
2018,7,5,92,74,0.02,0,0,,,,,,,,,
2018,7,6,75,64,0,0,0,,,,,,,,,
2018,7,7,82,59,0,0,0,,,,,,,,,
2018,7,8,88,63,0,0,0,,,,,,,,,
2018,7,9,91,67,0,0,0,,,,,,,,,
2018,7,10,87,71,0,0,0,,,,,,,,,
2018,7,11,87,67,0,0,0,,,,,,,,,
2018,7,12,87,70,0,0,0,,,,,,,,,
2018,7,13,95,72,0,0,0,,,,,,,,,
2018,7,14,82,72,0.26,0,0,,,,,,,,,
2018,7,15,91,72,T,0,0,,,,,,,,,
2018,7,16,93,72,0.08,0,0,,,,,,,,,
2018,7,17,81,68,0,0,0,,,,,,,,,
2018,7,18,80,63,0,0,0,,,,,,,,,
2018,7,19,87,67,0.03,0,0,,,,,,,,,
2018,7,20,78,70,0.15,0,0,,,,,,,,,
2018,7,21,79,69,0.12,0,0,,,,,,,,,
2018,7,22,76,67,0.13,0,0,,,,,,,,,
2018,7,23,82,65,0,0,0,,,,,,,,,
2018,7,24,88,66,0,0,0,,,,,,,,,
2018,7,25,90,67,0,0,0,,,,,,,,,
2018,7,26,81,66,0.03,0,0,,,,,,,,,
2018,7,27,79,62,0,0,0,,,,,,,,,
2018,7,28,82,61,0,0,0,,,,,,,,,
2018,7,29,83,62,0.07,0,0,,,,,,,,,
2018,7,30,82,62,0,0,0,,,,,,,,,
2018,7,31,80,66,0,0,0,,,,,,,,,
2018,8,1,85,63,T,0,0,,,,,,,,,
2018,8,2,85,70,0,0,0,,,,,,,,,
2018,8,3,89,67,0,0,0,,,,,,,,,
2018,8,4,97,71,0,0,0,,,,,,,,,
2018,8,5,94,75,T,0,0,,,,,,,,,
2018,8,6,81,69,0.34,0,0,,,,,,,,,
2018,8,7,83,69,2.36,0,0,,,,,,,,,
2018,8,8,85,69,0,0,0,,,,,,,,,
2018,8,9,89,69,0.43,0,0,,,,,,,,,
2018,8,10,83,70,0,0,0,,,,,,,,,
2018,8,11,88,68,0,0,0,,,,,,,,,
2018,8,12,87,70,0,0,0,,,,,,,,,
2018,8,13,89,66,0,0,0,,,,,,,,,
2018,8,14,87,71,0,0,0,,,,,,,,,
2018,8,15,85,73,0.01,0,0,,,,,,,,,
2018,8,16,86,69,0.5,0,0,,,,,,,,,
2018,8,17,85,68,0.11,0,0,,,,,,,,,
2018,8,18,80,70,0,0,0,,,,,,,,,
2018,8,19,86,68,0,0,0,,,,,,,,,
2018,8,20,79,69,0.82,0,0,,,,,,,,,
2018,8,21,78,66,0.13,0,0,,,,,,,,,
2018,8,22,79,58,0,0,0,,,,,,,,,
2018,8,23,80,60,0,0,0,,,,,,,,,
2018,8,24,72,63,0.04,0,0,,,,,,,,,
2018,8,25,86,66,0.06,0,0,,,,,,,,,
2018,8,26,93,72,T,0,0,,,,,,,,,
2018,8,27,93,78,0,0,0,,,,,,,,,
2018,8,28,91,67,1.39,0,0,,,,,,,,,
2018,8,29,76,65,0.42,0,0,,,,,,,,,
2018,8,30,73,61,0,0,0,,,,,,,,,
2018,8,31,85,60,T,0,0,,,,,,,,,
2018,9,1,86,72,0.16,0,0,,,,,,,,,
2018,9,2,91,70,0.02,0,0,,,,,,,,,
2018,9,3,88,70,1.79,0,0,,,,,,,,,
2018,9,4,92,71,0,0,0,,,,,,,,,
2018,9,5,91,69,0.24,0,0,,,,,,,,,
2018,9,6,69,64,0.53,0,0,,,,,,,,,
2018,9,7,69,63,0.3,0,0,,,,,,,,,
2018,9,8,69,63,0,0,0,,,,,,,,,
2018,9,9,68,60,0,0,0,,,,,,,,,
2018,9,10,74,56,0,0,0,,,,,,,,,
2018,9,11,79,57,0,0,0,,,,,,,,,
2018,9,12,82,61,0,0,0,,,,,,,,,
2018,9,13,78,60,0,0,0,,,,,,,,,
2018,9,14,87,64,0,0,0,,,,,,,,,
2018,9,15,82,64,0,0,0,,,,,,,,,
2018,9,16,89,66,0,0,0,,,,,,,,,
2018,9,17,91,69,0,0,0,,,,,,,,,
2018,9,18,75,66,T,0,0,,,,,,,,,
2018,9,19,76,66,0.21,0,0,,,,,,,,,
2018,9,20,93,66,0,0,0,,,,,,,,,
2018,9,21,83,56,0,0,0,,,,,,,,,
2018,9,22,64,51,0,0,0,,,,,,,,,
2018,9,23,71,50,0,0,0,,,,,,,,,
2018,9,24,74,57,T,0,0,,,,,,,,,
2018,9,25,84,61,0.25,0,0,,,,,,,,,
2018,9,26,67,50,0,0,0,,,,,,,,,
2018,9,27,70,48,0,0,0,,,,,,,,,
2018,9,28,60,46,0.07,0,0,,,,,,,,,
2018,9,29,61,42,0.02,0,0,,,,,,,,,
2018,9,30,62,53,0.06,0,0,,,,,,,,,
2018,10,1,72,57,1.56,0,0,,,,,,,,,
2018,10,2,67,58,0.01,0,0,,,,,,,,,
2018,10,3,88,59,T,0,0,,,,,,,,,
2018,10,4,77,52,0.04,0,0,,,,,,,,,
2018,10,5,65,54,1.24,0,0,,,,,,,,,
2018,10,6,70,57,0.12,0,0,,,,,,,,,
2018,10,7,63,57,0.52,0,0,,,,,,,,,
2018,10,8,85,63,0.15,0,0,,,,,,,,,
2018,10,9,85,70,0.01,0,0,,,,,,,,,
2018,10,10,75,51,0.35,0,0,,,,,,,,,
2018,10,11,51,40,0,0,0,,,,,,,,,
2018,10,12,42,36,T,0,0,,,,,,,,,
2018,10,13,53,32,0,0,0,,,,,,,,,
2018,10,14,54,38,0.07,0,0,,,,,,,,,
2018,10,15,48,37,0.1,0,0,,,,,,,,,
2018,10,16,59,34,0,0,0,,,,,,,,,
2018,10,17,51,38,0,0,0,,,,,,,,,
2018,10,18,58,34,0,0,0,,,,,,,,,
2018,10,19,54,46,0.03,0,0,,,,,,,,,
2018,10,20,51,31,T,T,0,,,,,,,,,
2018,10,21,51,28,0,0,0,,,,,,,,,
2018,10,22,64,38,0,0,0,,,,,,,,,
2018,10,23,54,38,0,0,0,,,,,,,,,
2018,10,24,52,37,0,0,0,,,,,,,,,
2018,10,25,53,37,0,0,0,,,,,,,,,
2018,10,26,53,46,0,0,0,,,,,,,,,
2018,10,27,54,43,T,0,0,,,,,,,,,
2018,10,28,51,44,0.12,0,0,,,,,,,,,
2018,10,29,56,40,0,0,0,,,,,,,,,
2018,10,30,64,45,0.3,0,0,,,,,,,,,
2018,10,31,61,47,0.17,0,0,,,,,,,,,
2018,11,1,52,43,0,0,0,,,,,,,,,
2018,11,2,50,37,0,0,0,,,,,,,,,
2018,11,3,50,34,0.06,0,0,,,,,,,,,
2018,11,4,52,46,0.54,0,0,,,,,,,,,
2018,11,5,51,44,0.37,0,0,,,,,,,,,
2018,11,6,50,38,0.06,0,0,,,,,,,,,
2018,11,7,39,33,0,0,0,,,,,,,,,
2018,11,8,41,33,0,0,0,,,,,,,,,
2018,11,9,37,20,0.13,1,0,,,,,,,,,
2018,11,10,33,20,0,0,0,,,,,,,,,
2018,11,11,41,28,0,0,0,,,,,,,,,
2018,11,12,34,24,0,0,0,,,,,,,,,
2018,11,13,29,19,0,0,0,,,,,,,,,
2018,11,14,36,17,0,0,0,,,,,,,,,
2018,11,15,35,26,0.09,1.1,0,,,,,,,,,
2018,11,16,41,29,T,T,0,,,,,,,,,
2018,11,17,35,32,0.13,1.5,0,,,,,,,,,
2018,11,18,38,25,T,T,0,,,,,,,,,
2018,11,19,34,23,T,T,0,,,,,,,,,
2018,11,20,35,29,T,T,0,,,,,,,,,
2018,11,21,36,30,0,0,0,,,,,,,,,
2018,11,22,40,31,0,0,0,,,,,,,,,
2018,11,23,51,34,0.04,0,0,,,,,,,,,
2018,11,24,47,40,0.18,0,0,,,,,,,,,
2018,11,25,40,33,1.2,3.3,0,,,,,,,,,
2018,11,26,33,24,0.39,5.1,7.1,,,,,,,,,
2018,11,27,25,19,T,T,5.9,,,,,,,,,
2018,11,28,27,17,0.05,0.7,5.1,,,,,,,,,
2018,11,29,38,27,T,T,5.1,,,,,,,,,
2018,11,30,42,28,T,0,5.1,,,,,,,,,
2018,12,1,42,36,1.13,0,3.1,,,,,,,,,
2018,12,2,44,35,0.1,T,0,,,,,,,,,
2018,12,3,35,29,0.01,0.3,0,,,,,,,,,
2018,12,4,32,28,T,T,0,,,,,,,,,
2018,12,5,33,25,T,T,0,,,,,,,,,
2018,12,6,33,19,0,0,0,,,,,,,,,
2018,12,7,25,16,0,0,0,,,,,,,,,
2018,12,8,32,20,0,0,0,,,,,,,,,
2018,12,9,35,17,0,0,0,,,,,,,,,
2018,12,10,34,16,0,0,0,,,,,,,,,
2018,12,11,38,25,0,0,0,,,,,,,,,
2018,12,12,41,29,T,T,0,,,,,,,,,
2018,12,13,46,24,0.15,0,0,,,,,,,,,
2018,12,14,40,32,0.13,0,0,,,,,,,,,
2018,12,15,46,26,0,0,0,,,,,,,,,
2018,12,16,49,25,0,0,0,,,,,,,,,
2018,12,17,42,28,0,0,0,,,,,,,,,
2018,12,18,42,25,0,0,0,,,,,,,,,
2018,12,19,49,33,0,0,0,,,,,,,,,
2018,12,20,46,38,0.1,0,0,,,,,,,,,
2018,12,21,38,29,0.05,T,0,,,,,,,,,
2018,12,22,34,28,T,T,0,,,,,,,,,
2018,12,23,38,28,0,0,0,,,,,,,,,
2018,12,24,33,23,0,0,0,,,,,,,,,
2018,12,25,45,28,0,0,0,,,,,,,,,
2018,12,26,47,26,0,0,0,,,,,,,,,
2018,12,27,53,39,0.66,0,0,,,,,,,,,
2018,12,28,53,30,0.08,0.2,0,,,,,,,,,
2018,12,29,30,22,0.05,0.9,0,,,,,,,,,
2018,12,30,36,19,0,0,0,,,,,,,,,
2018,12,31,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
