"date","yr","mo","day","qtr","wk","day.of.yr","day.of.wk","day.of.wk.name","eval.day","eval.wk","train","validate","test","partition"
2008-08-24,2008,8,24,3,34,237,"0","Sat",967,139,TRUE,FALSE,FALSE,"train"
2008-08-25,2008,8,25,3,34,238,"1","Sun",968,139,TRUE,FALSE,FALSE,"train"
2008-08-26,2008,8,26,3,35,239,"2","Mon",969,139,TRUE,FALSE,FALSE,"train"
2008-08-27,2008,8,27,3,35,240,"3","Tue",970,139,TRUE,FALSE,FALSE,"train"
2008-08-28,2008,8,28,3,35,241,"4","Wed",971,139,TRUE,FALSE,FALSE,"train"
2008-08-29,2008,8,29,3,35,242,"5","Thu",972,139,TRUE,FALSE,FALSE,"train"
2008-08-30,2008,8,30,3,35,243,"6","Fri",973,139,TRUE,FALSE,FALSE,"train"
2008-08-31,2008,8,31,3,35,244,"0","Sat",974,140,TRUE,FALSE,FALSE,"train"
2008-09-01,2008,9,1,3,35,245,"1","Sun",975,140,TRUE,FALSE,FALSE,"train"
2008-09-02,2008,9,2,3,36,246,"2","Mon",976,140,TRUE,FALSE,FALSE,"train"
2008-09-03,2008,9,3,3,36,247,"3","Tue",977,140,TRUE,FALSE,FALSE,"train"
2008-09-04,2008,9,4,3,36,248,"4","Wed",978,140,TRUE,FALSE,FALSE,"train"
2008-09-05,2008,9,5,3,36,249,"5","Thu",979,140,TRUE,FALSE,FALSE,"train"
2008-09-06,2008,9,6,3,36,250,"6","Fri",980,140,TRUE,FALSE,FALSE,"train"
2008-09-07,2008,9,7,3,36,251,"0","Sat",981,141,TRUE,FALSE,FALSE,"train"
2008-09-08,2008,9,8,3,36,252,"1","Sun",982,141,TRUE,FALSE,FALSE,"train"
2008-09-09,2008,9,9,3,37,253,"2","Mon",983,141,TRUE,FALSE,FALSE,"train"
2008-09-10,2008,9,10,3,37,254,"3","Tue",984,141,TRUE,FALSE,FALSE,"train"
2008-09-11,2008,9,11,3,37,255,"4","Wed",985,141,TRUE,FALSE,FALSE,"train"
2008-09-12,2008,9,12,3,37,256,"5","Thu",986,141,TRUE,FALSE,FALSE,"train"
2008-09-13,2008,9,13,3,37,257,"6","Fri",987,141,TRUE,FALSE,FALSE,"train"
2008-09-14,2008,9,14,3,37,258,"0","Sat",988,142,TRUE,FALSE,FALSE,"train"
2008-09-15,2008,9,15,3,37,259,"1","Sun",989,142,TRUE,FALSE,FALSE,"train"
2008-09-16,2008,9,16,3,38,260,"2","Mon",990,142,TRUE,FALSE,FALSE,"train"
2008-09-17,2008,9,17,3,38,261,"3","Tue",991,142,TRUE,FALSE,FALSE,"train"
2008-09-18,2008,9,18,3,38,262,"4","Wed",992,142,TRUE,FALSE,FALSE,"train"
2008-09-19,2008,9,19,3,38,263,"5","Thu",993,142,TRUE,FALSE,FALSE,"train"
2008-09-20,2008,9,20,3,38,264,"6","Fri",994,142,TRUE,FALSE,FALSE,"train"
2008-09-21,2008,9,21,3,38,265,"0","Sat",995,143,TRUE,FALSE,FALSE,"train"
2008-09-22,2008,9,22,3,38,266,"1","Sun",996,143,TRUE,FALSE,FALSE,"train"
2008-09-23,2008,9,23,3,39,267,"2","Mon",997,143,TRUE,FALSE,FALSE,"train"
2008-09-24,2008,9,24,3,39,268,"3","Tue",998,143,TRUE,FALSE,FALSE,"train"
2008-09-25,2008,9,25,3,39,269,"4","Wed",999,143,TRUE,FALSE,FALSE,"train"
2008-09-26,2008,9,26,3,39,270,"5","Thu",1000,143,TRUE,FALSE,FALSE,"train"
2008-09-27,2008,9,27,3,39,271,"6","Fri",1001,143,TRUE,FALSE,FALSE,"train"
2008-09-28,2008,9,28,3,39,272,"0","Sat",1002,144,TRUE,FALSE,FALSE,"train"
2008-09-29,2008,9,29,3,39,273,"1","Sun",1003,144,TRUE,FALSE,FALSE,"train"
2008-09-30,2008,9,30,3,40,274,"2","Mon",1004,144,TRUE,FALSE,FALSE,"train"
2008-10-01,2008,10,1,4,40,275,"3","Tue",1005,144,TRUE,FALSE,FALSE,"train"
2008-10-02,2008,10,2,4,40,276,"4","Wed",1006,144,TRUE,FALSE,FALSE,"train"
2008-10-03,2008,10,3,4,40,277,"5","Thu",1007,144,TRUE,FALSE,FALSE,"train"
2008-10-04,2008,10,4,4,40,278,"6","Fri",1008,144,TRUE,FALSE,FALSE,"train"
2008-10-05,2008,10,5,4,40,279,"0","Sat",1009,145,TRUE,FALSE,FALSE,"train"
2008-10-06,2008,10,6,4,40,280,"1","Sun",1010,145,TRUE,FALSE,FALSE,"train"
2008-10-07,2008,10,7,4,41,281,"2","Mon",1011,145,TRUE,FALSE,FALSE,"train"
2008-10-08,2008,10,8,4,41,282,"3","Tue",1012,145,TRUE,FALSE,FALSE,"train"
2008-10-09,2008,10,9,4,41,283,"4","Wed",1013,145,TRUE,FALSE,FALSE,"train"
2008-10-10,2008,10,10,4,41,284,"5","Thu",1014,145,TRUE,FALSE,FALSE,"train"
2008-10-11,2008,10,11,4,41,285,"6","Fri",1015,145,TRUE,FALSE,FALSE,"train"
2008-10-12,2008,10,12,4,41,286,"0","Sat",1016,146,TRUE,FALSE,FALSE,"train"
2008-10-13,2008,10,13,4,41,287,"1","Sun",1017,146,TRUE,FALSE,FALSE,"train"
2008-10-14,2008,10,14,4,42,288,"2","Mon",1018,146,TRUE,FALSE,FALSE,"train"
2008-10-15,2008,10,15,4,42,289,"3","Tue",1019,146,TRUE,FALSE,FALSE,"train"
2008-10-16,2008,10,16,4,42,290,"4","Wed",1020,146,TRUE,FALSE,FALSE,"train"
2008-10-17,2008,10,17,4,42,291,"5","Thu",1021,146,TRUE,FALSE,FALSE,"train"
2008-10-18,2008,10,18,4,42,292,"6","Fri",1022,146,TRUE,FALSE,FALSE,"train"
2008-10-19,2008,10,19,4,42,293,"0","Sat",1023,147,TRUE,FALSE,FALSE,"train"
2008-10-20,2008,10,20,4,42,294,"1","Sun",1024,147,TRUE,FALSE,FALSE,"train"
2008-10-21,2008,10,21,4,43,295,"2","Mon",1025,147,TRUE,FALSE,FALSE,"train"
2008-10-22,2008,10,22,4,43,296,"3","Tue",1026,147,TRUE,FALSE,FALSE,"train"
2008-10-23,2008,10,23,4,43,297,"4","Wed",1027,147,TRUE,FALSE,FALSE,"train"
2008-10-24,2008,10,24,4,43,298,"5","Thu",1028,147,TRUE,FALSE,FALSE,"train"
2008-10-25,2008,10,25,4,43,299,"6","Fri",1029,147,TRUE,FALSE,FALSE,"train"
2008-10-26,2008,10,26,4,43,300,"0","Sat",1030,148,TRUE,FALSE,FALSE,"train"
2008-10-27,2008,10,27,4,43,301,"1","Sun",1031,148,TRUE,FALSE,FALSE,"train"
2008-10-28,2008,10,28,4,44,302,"2","Mon",1032,148,TRUE,FALSE,FALSE,"train"
2008-10-29,2008,10,29,4,44,303,"3","Tue",1033,148,TRUE,FALSE,FALSE,"train"
2008-10-30,2008,10,30,4,44,304,"4","Wed",1034,148,TRUE,FALSE,FALSE,"train"
2008-10-31,2008,10,31,4,44,305,"5","Thu",1035,148,TRUE,FALSE,FALSE,"train"
2008-11-01,2008,11,1,4,44,306,"6","Fri",1036,148,TRUE,FALSE,FALSE,"train"
2008-11-02,2008,11,2,4,44,307,"0","Sat",1037,149,TRUE,FALSE,FALSE,"train"
2008-11-03,2008,11,3,4,44,308,"1","Sun",1038,149,TRUE,FALSE,FALSE,"train"
2008-11-04,2008,11,4,4,45,309,"2","Mon",1039,149,TRUE,FALSE,FALSE,"train"
2008-11-05,2008,11,5,4,45,310,"3","Tue",1040,149,TRUE,FALSE,FALSE,"train"
2008-11-06,2008,11,6,4,45,311,"4","Wed",1041,149,TRUE,FALSE,FALSE,"train"
2008-11-07,2008,11,7,4,45,312,"5","Thu",1042,149,TRUE,FALSE,FALSE,"train"
2008-11-08,2008,11,8,4,45,313,"6","Fri",1043,149,TRUE,FALSE,FALSE,"train"
2008-11-09,2008,11,9,4,45,314,"0","Sat",1044,150,TRUE,FALSE,FALSE,"train"
2008-11-10,2008,11,10,4,45,315,"1","Sun",1045,150,TRUE,FALSE,FALSE,"train"
2008-11-11,2008,11,11,4,46,316,"2","Mon",1046,150,TRUE,FALSE,FALSE,"train"
2008-11-12,2008,11,12,4,46,317,"3","Tue",1047,150,TRUE,FALSE,FALSE,"train"
2008-11-13,2008,11,13,4,46,318,"4","Wed",1048,150,TRUE,FALSE,FALSE,"train"
2008-11-14,2008,11,14,4,46,319,"5","Thu",1049,150,TRUE,FALSE,FALSE,"train"
2008-11-15,2008,11,15,4,46,320,"6","Fri",1050,150,TRUE,FALSE,FALSE,"train"
2008-11-16,2008,11,16,4,46,321,"0","Sat",1051,151,TRUE,FALSE,FALSE,"train"
2008-11-17,2008,11,17,4,46,322,"1","Sun",1052,151,TRUE,FALSE,FALSE,"train"
2008-11-18,2008,11,18,4,47,323,"2","Mon",1053,151,TRUE,FALSE,FALSE,"train"
2008-11-19,2008,11,19,4,47,324,"3","Tue",1054,151,TRUE,FALSE,FALSE,"train"
2008-11-20,2008,11,20,4,47,325,"4","Wed",1055,151,TRUE,FALSE,FALSE,"train"
2008-11-21,2008,11,21,4,47,326,"5","Thu",1056,151,TRUE,FALSE,FALSE,"train"
2008-11-22,2008,11,22,4,47,327,"6","Fri",1057,151,TRUE,FALSE,FALSE,"train"
2008-11-23,2008,11,23,4,47,328,"0","Sat",1058,152,TRUE,FALSE,FALSE,"train"
2008-11-24,2008,11,24,4,47,329,"1","Sun",1059,152,TRUE,FALSE,FALSE,"train"
2008-11-25,2008,11,25,4,48,330,"2","Mon",1060,152,TRUE,FALSE,FALSE,"train"
2008-11-26,2008,11,26,4,48,331,"3","Tue",1061,152,TRUE,FALSE,FALSE,"train"
2008-11-27,2008,11,27,4,48,332,"4","Wed",1062,152,TRUE,FALSE,FALSE,"train"
2008-11-28,2008,11,28,4,48,333,"5","Thu",1063,152,TRUE,FALSE,FALSE,"train"
2008-11-29,2008,11,29,4,48,334,"6","Fri",1064,152,TRUE,FALSE,FALSE,"train"
2008-11-30,2008,11,30,4,48,335,"0","Sat",1065,153,TRUE,FALSE,FALSE,"train"
2008-12-01,2008,12,1,4,48,336,"1","Sun",1066,153,TRUE,FALSE,FALSE,"train"
2008-12-02,2008,12,2,4,49,337,"2","Mon",1067,153,TRUE,FALSE,FALSE,"train"
2008-12-03,2008,12,3,4,49,338,"3","Tue",1068,153,TRUE,FALSE,FALSE,"train"
2008-12-04,2008,12,4,4,49,339,"4","Wed",1069,153,TRUE,FALSE,FALSE,"train"
2008-12-05,2008,12,5,4,49,340,"5","Thu",1070,153,TRUE,FALSE,FALSE,"train"
2008-12-06,2008,12,6,4,49,341,"6","Fri",1071,153,TRUE,FALSE,FALSE,"train"
2008-12-07,2008,12,7,4,49,342,"0","Sat",1072,154,TRUE,FALSE,FALSE,"train"
2008-12-08,2008,12,8,4,49,343,"1","Sun",1073,154,TRUE,FALSE,FALSE,"train"
2008-12-09,2008,12,9,4,50,344,"2","Mon",1074,154,TRUE,FALSE,FALSE,"train"
2008-12-10,2008,12,10,4,50,345,"3","Tue",1075,154,TRUE,FALSE,FALSE,"train"
2008-12-11,2008,12,11,4,50,346,"4","Wed",1076,154,TRUE,FALSE,FALSE,"train"
2008-12-12,2008,12,12,4,50,347,"5","Thu",1077,154,TRUE,FALSE,FALSE,"train"
2008-12-13,2008,12,13,4,50,348,"6","Fri",1078,154,TRUE,FALSE,FALSE,"train"
2008-12-14,2008,12,14,4,50,349,"0","Sat",1079,155,TRUE,FALSE,FALSE,"train"
2008-12-15,2008,12,15,4,50,350,"1","Sun",1080,155,TRUE,FALSE,FALSE,"train"
2008-12-16,2008,12,16,4,51,351,"2","Mon",1081,155,TRUE,FALSE,FALSE,"train"
2008-12-17,2008,12,17,4,51,352,"3","Tue",1082,155,TRUE,FALSE,FALSE,"train"
2008-12-18,2008,12,18,4,51,353,"4","Wed",1083,155,TRUE,FALSE,FALSE,"train"
2008-12-19,2008,12,19,4,51,354,"5","Thu",1084,155,TRUE,FALSE,FALSE,"train"
2008-12-20,2008,12,20,4,51,355,"6","Fri",1085,155,TRUE,FALSE,FALSE,"train"
2008-12-21,2008,12,21,4,51,356,"0","Sat",1086,156,TRUE,FALSE,FALSE,"train"
2008-12-22,2008,12,22,4,51,357,"1","Sun",1087,156,TRUE,FALSE,FALSE,"train"
2008-12-23,2008,12,23,4,52,358,"2","Mon",1088,156,TRUE,FALSE,FALSE,"train"
2008-12-24,2008,12,24,4,52,359,"3","Tue",1089,156,TRUE,FALSE,FALSE,"train"
2008-12-25,2008,12,25,4,52,360,"4","Wed",1090,156,TRUE,FALSE,FALSE,"train"
2008-12-26,2008,12,26,4,52,361,"5","Thu",1091,156,TRUE,FALSE,FALSE,"train"
2008-12-27,2008,12,27,4,52,362,"6","Fri",1092,156,TRUE,FALSE,FALSE,"train"
2008-12-28,2008,12,28,4,52,363,"0","Sat",1093,157,TRUE,FALSE,FALSE,"train"
2008-12-29,2008,12,29,4,52,364,"1","Sun",1094,157,TRUE,FALSE,FALSE,"train"
2008-12-30,2008,12,30,4,53,365,"2","Mon",1095,157,TRUE,FALSE,FALSE,"train"
2008-12-31,2008,12,31,4,53,366,"3","Tue",1096,157,TRUE,FALSE,FALSE,"train"
2009-01-01,2009,1,1,1,1,1,"4","Wed",1097,157,TRUE,FALSE,FALSE,"train"
2009-01-02,2009,1,2,1,1,2,"5","Thu",1098,157,TRUE,FALSE,FALSE,"train"
2009-01-03,2009,1,3,1,1,3,"6","Fri",1099,157,TRUE,FALSE,FALSE,"train"
2009-01-04,2009,1,4,1,1,4,"0","Sat",1100,158,TRUE,FALSE,FALSE,"train"
2009-01-05,2009,1,5,1,1,5,"1","Sun",1101,158,TRUE,FALSE,FALSE,"train"
2009-01-06,2009,1,6,1,1,6,"2","Mon",1102,158,TRUE,FALSE,FALSE,"train"
2009-01-07,2009,1,7,1,1,7,"3","Tue",1103,158,TRUE,FALSE,FALSE,"train"
2009-01-08,2009,1,8,1,2,8,"4","Wed",1104,158,TRUE,FALSE,FALSE,"train"
2009-01-09,2009,1,9,1,2,9,"5","Thu",1105,158,TRUE,FALSE,FALSE,"train"
2009-01-10,2009,1,10,1,2,10,"6","Fri",1106,158,TRUE,FALSE,FALSE,"train"
2009-01-11,2009,1,11,1,2,11,"0","Sat",1107,159,TRUE,FALSE,FALSE,"train"
2009-01-12,2009,1,12,1,2,12,"1","Sun",1108,159,TRUE,FALSE,FALSE,"train"
2009-01-13,2009,1,13,1,2,13,"2","Mon",1109,159,TRUE,FALSE,FALSE,"train"
2009-01-14,2009,1,14,1,2,14,"3","Tue",1110,159,TRUE,FALSE,FALSE,"train"
2009-01-15,2009,1,15,1,3,15,"4","Wed",1111,159,TRUE,FALSE,FALSE,"train"
2009-01-16,2009,1,16,1,3,16,"5","Thu",1112,159,TRUE,FALSE,FALSE,"train"
2009-01-17,2009,1,17,1,3,17,"6","Fri",1113,159,TRUE,FALSE,FALSE,"train"
2009-01-18,2009,1,18,1,3,18,"0","Sat",1114,160,TRUE,FALSE,FALSE,"train"
2009-01-19,2009,1,19,1,3,19,"1","Sun",1115,160,TRUE,FALSE,FALSE,"train"
2009-01-20,2009,1,20,1,3,20,"2","Mon",1116,160,TRUE,FALSE,FALSE,"train"
2009-01-21,2009,1,21,1,3,21,"3","Tue",1117,160,TRUE,FALSE,FALSE,"train"
2009-01-22,2009,1,22,1,4,22,"4","Wed",1118,160,TRUE,FALSE,FALSE,"train"
2009-01-23,2009,1,23,1,4,23,"5","Thu",1119,160,TRUE,FALSE,FALSE,"train"
2009-01-24,2009,1,24,1,4,24,"6","Fri",1120,160,TRUE,FALSE,FALSE,"train"
2009-01-25,2009,1,25,1,4,25,"0","Sat",1121,161,TRUE,FALSE,FALSE,"train"
2009-01-26,2009,1,26,1,4,26,"1","Sun",1122,161,TRUE,FALSE,FALSE,"train"
2009-01-27,2009,1,27,1,4,27,"2","Mon",1123,161,TRUE,FALSE,FALSE,"train"
2009-01-28,2009,1,28,1,4,28,"3","Tue",1124,161,TRUE,FALSE,FALSE,"train"
2009-01-29,2009,1,29,1,5,29,"4","Wed",1125,161,TRUE,FALSE,FALSE,"train"
2009-01-30,2009,1,30,1,5,30,"5","Thu",1126,161,TRUE,FALSE,FALSE,"train"
2009-01-31,2009,1,31,1,5,31,"6","Fri",1127,161,TRUE,FALSE,FALSE,"train"
2009-02-01,2009,2,1,1,5,32,"0","Sat",1128,162,TRUE,FALSE,FALSE,"train"
2009-02-02,2009,2,2,1,5,33,"1","Sun",1129,162,TRUE,FALSE,FALSE,"train"
2009-02-03,2009,2,3,1,5,34,"2","Mon",1130,162,TRUE,FALSE,FALSE,"train"
2009-02-04,2009,2,4,1,5,35,"3","Tue",1131,162,TRUE,FALSE,FALSE,"train"
2009-02-05,2009,2,5,1,6,36,"4","Wed",1132,162,TRUE,FALSE,FALSE,"train"
2009-02-06,2009,2,6,1,6,37,"5","Thu",1133,162,TRUE,FALSE,FALSE,"train"
2009-02-07,2009,2,7,1,6,38,"6","Fri",1134,162,TRUE,FALSE,FALSE,"train"
2009-02-08,2009,2,8,1,6,39,"0","Sat",1135,163,TRUE,FALSE,FALSE,"train"
2009-02-09,2009,2,9,1,6,40,"1","Sun",1136,163,TRUE,FALSE,FALSE,"train"
2009-02-10,2009,2,10,1,6,41,"2","Mon",1137,163,TRUE,FALSE,FALSE,"train"
2009-02-11,2009,2,11,1,6,42,"3","Tue",1138,163,TRUE,FALSE,FALSE,"train"
2009-02-12,2009,2,12,1,7,43,"4","Wed",1139,163,TRUE,FALSE,FALSE,"train"
2009-02-13,2009,2,13,1,7,44,"5","Thu",1140,163,TRUE,FALSE,FALSE,"train"
2009-02-14,2009,2,14,1,7,45,"6","Fri",1141,163,TRUE,FALSE,FALSE,"train"
2009-02-15,2009,2,15,1,7,46,"0","Sat",1142,164,TRUE,FALSE,FALSE,"train"
2009-02-16,2009,2,16,1,7,47,"1","Sun",1143,164,TRUE,FALSE,FALSE,"train"
2009-02-17,2009,2,17,1,7,48,"2","Mon",1144,164,TRUE,FALSE,FALSE,"train"
2009-02-18,2009,2,18,1,7,49,"3","Tue",1145,164,TRUE,FALSE,FALSE,"train"
2009-02-19,2009,2,19,1,8,50,"4","Wed",1146,164,TRUE,FALSE,FALSE,"train"
2009-02-20,2009,2,20,1,8,51,"5","Thu",1147,164,TRUE,FALSE,FALSE,"train"
2009-02-21,2009,2,21,1,8,52,"6","Fri",1148,164,TRUE,FALSE,FALSE,"train"
2009-02-22,2009,2,22,1,8,53,"0","Sat",1149,165,TRUE,FALSE,FALSE,"train"
2009-02-23,2009,2,23,1,8,54,"1","Sun",1150,165,TRUE,FALSE,FALSE,"train"
2009-02-24,2009,2,24,1,8,55,"2","Mon",1151,165,TRUE,FALSE,FALSE,"train"
2009-02-25,2009,2,25,1,8,56,"3","Tue",1152,165,TRUE,FALSE,FALSE,"train"
2009-02-26,2009,2,26,1,9,57,"4","Wed",1153,165,TRUE,FALSE,FALSE,"train"
2009-02-27,2009,2,27,1,9,58,"5","Thu",1154,165,TRUE,FALSE,FALSE,"train"
2009-02-28,2009,2,28,1,9,59,"6","Fri",1155,165,TRUE,FALSE,FALSE,"train"
2009-03-01,2009,3,1,1,9,60,"0","Sat",1156,166,TRUE,FALSE,FALSE,"train"
2009-03-02,2009,3,2,1,9,61,"1","Sun",1157,166,TRUE,FALSE,FALSE,"train"
2009-03-03,2009,3,3,1,9,62,"2","Mon",1158,166,TRUE,FALSE,FALSE,"train"
2009-03-04,2009,3,4,1,9,63,"3","Tue",1159,166,TRUE,FALSE,FALSE,"train"
2009-03-05,2009,3,5,1,10,64,"4","Wed",1160,166,TRUE,FALSE,FALSE,"train"
2009-03-06,2009,3,6,1,10,65,"5","Thu",1161,166,TRUE,FALSE,FALSE,"train"
2009-03-07,2009,3,7,1,10,66,"6","Fri",1162,166,TRUE,FALSE,FALSE,"train"
2009-03-08,2009,3,8,1,10,67,"0","Sat",1163,167,TRUE,FALSE,FALSE,"train"
2009-03-09,2009,3,9,1,10,68,"1","Sun",1164,167,TRUE,FALSE,FALSE,"train"
2009-03-10,2009,3,10,1,10,69,"2","Mon",1165,167,TRUE,FALSE,FALSE,"train"
2009-03-11,2009,3,11,1,10,70,"3","Tue",1166,167,TRUE,FALSE,FALSE,"train"
2009-03-12,2009,3,12,1,11,71,"4","Wed",1167,167,TRUE,FALSE,FALSE,"train"
2009-03-13,2009,3,13,1,11,72,"5","Thu",1168,167,TRUE,FALSE,FALSE,"train"
2009-03-14,2009,3,14,1,11,73,"6","Fri",1169,167,TRUE,FALSE,FALSE,"train"
2009-03-15,2009,3,15,1,11,74,"0","Sat",1170,168,TRUE,FALSE,FALSE,"train"
2009-03-16,2009,3,16,1,11,75,"1","Sun",1171,168,TRUE,FALSE,FALSE,"train"
2009-03-17,2009,3,17,1,11,76,"2","Mon",1172,168,TRUE,FALSE,FALSE,"train"
2009-03-18,2009,3,18,1,11,77,"3","Tue",1173,168,TRUE,FALSE,FALSE,"train"
2009-03-19,2009,3,19,1,12,78,"4","Wed",1174,168,TRUE,FALSE,FALSE,"train"
2009-03-20,2009,3,20,1,12,79,"5","Thu",1175,168,TRUE,FALSE,FALSE,"train"
2009-03-21,2009,3,21,1,12,80,"6","Fri",1176,168,TRUE,FALSE,FALSE,"train"
2009-03-22,2009,3,22,1,12,81,"0","Sat",1177,169,TRUE,FALSE,FALSE,"train"
2009-03-23,2009,3,23,1,12,82,"1","Sun",1178,169,TRUE,FALSE,FALSE,"train"
2009-03-24,2009,3,24,1,12,83,"2","Mon",1179,169,TRUE,FALSE,FALSE,"train"
2009-03-25,2009,3,25,1,12,84,"3","Tue",1180,169,TRUE,FALSE,FALSE,"train"
2009-03-26,2009,3,26,1,13,85,"4","Wed",1181,169,TRUE,FALSE,FALSE,"train"
2009-03-27,2009,3,27,1,13,86,"5","Thu",1182,169,TRUE,FALSE,FALSE,"train"
2009-03-28,2009,3,28,1,13,87,"6","Fri",1183,169,TRUE,FALSE,FALSE,"train"
2009-03-29,2009,3,29,1,13,88,"0","Sat",1184,170,TRUE,FALSE,FALSE,"train"
2009-03-30,2009,3,30,1,13,89,"1","Sun",1185,170,TRUE,FALSE,FALSE,"train"
2009-03-31,2009,3,31,1,13,90,"2","Mon",1186,170,TRUE,FALSE,FALSE,"train"
2009-04-01,2009,4,1,2,13,91,"3","Tue",1187,170,TRUE,FALSE,FALSE,"train"
2009-04-02,2009,4,2,2,14,92,"4","Wed",1188,170,TRUE,FALSE,FALSE,"train"
2009-04-03,2009,4,3,2,14,93,"5","Thu",1189,170,TRUE,FALSE,FALSE,"train"
2009-04-04,2009,4,4,2,14,94,"6","Fri",1190,170,TRUE,FALSE,FALSE,"train"
2009-04-05,2009,4,5,2,14,95,"0","Sat",1191,171,TRUE,FALSE,FALSE,"train"
2009-04-06,2009,4,6,2,14,96,"1","Sun",1192,171,TRUE,FALSE,FALSE,"train"
2009-04-07,2009,4,7,2,14,97,"2","Mon",1193,171,TRUE,FALSE,FALSE,"train"
2009-04-08,2009,4,8,2,14,98,"3","Tue",1194,171,TRUE,FALSE,FALSE,"train"
2009-04-09,2009,4,9,2,15,99,"4","Wed",1195,171,TRUE,FALSE,FALSE,"train"
2009-04-10,2009,4,10,2,15,100,"5","Thu",1196,171,TRUE,FALSE,FALSE,"train"
2009-04-11,2009,4,11,2,15,101,"6","Fri",1197,171,TRUE,FALSE,FALSE,"train"
2009-04-12,2009,4,12,2,15,102,"0","Sat",1198,172,TRUE,FALSE,FALSE,"train"
2009-04-13,2009,4,13,2,15,103,"1","Sun",1199,172,TRUE,FALSE,FALSE,"train"
2009-04-14,2009,4,14,2,15,104,"2","Mon",1200,172,TRUE,FALSE,FALSE,"train"
2009-04-15,2009,4,15,2,15,105,"3","Tue",1201,172,TRUE,FALSE,FALSE,"train"
2009-04-16,2009,4,16,2,16,106,"4","Wed",1202,172,TRUE,FALSE,FALSE,"train"
2009-04-17,2009,4,17,2,16,107,"5","Thu",1203,172,TRUE,FALSE,FALSE,"train"
2009-04-18,2009,4,18,2,16,108,"6","Fri",1204,172,TRUE,FALSE,FALSE,"train"
2009-04-19,2009,4,19,2,16,109,"0","Sat",1205,173,TRUE,FALSE,FALSE,"train"
2009-04-20,2009,4,20,2,16,110,"1","Sun",1206,173,TRUE,FALSE,FALSE,"train"
2009-04-21,2009,4,21,2,16,111,"2","Mon",1207,173,TRUE,FALSE,FALSE,"train"
2009-04-22,2009,4,22,2,16,112,"3","Tue",1208,173,TRUE,FALSE,FALSE,"train"
2009-04-23,2009,4,23,2,17,113,"4","Wed",1209,173,TRUE,FALSE,FALSE,"train"
2009-04-24,2009,4,24,2,17,114,"5","Thu",1210,173,TRUE,FALSE,FALSE,"train"
2009-04-25,2009,4,25,2,17,115,"6","Fri",1211,173,TRUE,FALSE,FALSE,"train"
2009-04-26,2009,4,26,2,17,116,"0","Sat",1212,174,TRUE,FALSE,FALSE,"train"
2009-04-27,2009,4,27,2,17,117,"1","Sun",1213,174,TRUE,FALSE,FALSE,"train"
2009-04-28,2009,4,28,2,17,118,"2","Mon",1214,174,TRUE,FALSE,FALSE,"train"
2009-04-29,2009,4,29,2,17,119,"3","Tue",1215,174,TRUE,FALSE,FALSE,"train"
2009-04-30,2009,4,30,2,18,120,"4","Wed",1216,174,TRUE,FALSE,FALSE,"train"
2009-05-01,2009,5,1,2,18,121,"5","Thu",1217,174,TRUE,FALSE,FALSE,"train"
2009-05-02,2009,5,2,2,18,122,"6","Fri",1218,174,TRUE,FALSE,FALSE,"train"
2009-05-03,2009,5,3,2,18,123,"0","Sat",1219,175,TRUE,FALSE,FALSE,"train"
2009-05-04,2009,5,4,2,18,124,"1","Sun",1220,175,TRUE,FALSE,FALSE,"train"
2009-05-05,2009,5,5,2,18,125,"2","Mon",1221,175,TRUE,FALSE,FALSE,"train"
2009-05-06,2009,5,6,2,18,126,"3","Tue",1222,175,TRUE,FALSE,FALSE,"train"
2009-05-07,2009,5,7,2,19,127,"4","Wed",1223,175,TRUE,FALSE,FALSE,"train"
2009-05-08,2009,5,8,2,19,128,"5","Thu",1224,175,TRUE,FALSE,FALSE,"train"
2009-05-09,2009,5,9,2,19,129,"6","Fri",1225,175,TRUE,FALSE,FALSE,"train"
2009-05-10,2009,5,10,2,19,130,"0","Sat",1226,176,TRUE,FALSE,FALSE,"train"
2009-05-11,2009,5,11,2,19,131,"1","Sun",1227,176,TRUE,FALSE,FALSE,"train"
2009-05-12,2009,5,12,2,19,132,"2","Mon",1228,176,TRUE,FALSE,FALSE,"train"
2009-05-13,2009,5,13,2,19,133,"3","Tue",1229,176,TRUE,FALSE,FALSE,"train"
2009-05-14,2009,5,14,2,20,134,"4","Wed",1230,176,TRUE,FALSE,FALSE,"train"
2009-05-15,2009,5,15,2,20,135,"5","Thu",1231,176,TRUE,FALSE,FALSE,"train"
2009-05-16,2009,5,16,2,20,136,"6","Fri",1232,176,TRUE,FALSE,FALSE,"train"
2009-05-17,2009,5,17,2,20,137,"0","Sat",1233,177,TRUE,FALSE,FALSE,"train"
2009-05-18,2009,5,18,2,20,138,"1","Sun",1234,177,TRUE,FALSE,FALSE,"train"
2009-05-19,2009,5,19,2,20,139,"2","Mon",1235,177,TRUE,FALSE,FALSE,"train"
2009-05-20,2009,5,20,2,20,140,"3","Tue",1236,177,TRUE,FALSE,FALSE,"train"
2009-05-21,2009,5,21,2,21,141,"4","Wed",1237,177,TRUE,FALSE,FALSE,"train"
2009-05-22,2009,5,22,2,21,142,"5","Thu",1238,177,TRUE,FALSE,FALSE,"train"
2009-05-23,2009,5,23,2,21,143,"6","Fri",1239,177,TRUE,FALSE,FALSE,"train"
