"Property.Address","nrows","min.issued.date","max.issued.date","city","state","zip","addr.nbr","addr.street.and.dir","addr.dir","addr.street","addr.end","st.name.pot","address.one.line","google.call","seqn","json","status","result.cnt","place.id","formatted.address","lat","lng","route","locality","administrative_area_level_2","administrative_area_level_1","country","row.name","street_number","neighborhood","postal_code","postal_code_suffix","administrative_area_level_3","intersection","bus_station"
"4944 W ERIE ",4,2011-11-08,2011-11-08,"Chicago","IL",NA,4944,"W ERIE","W","ERIE","ERIE",NA,"4944+W+ERIE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4944+W+ERIE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4944"", ""West Erie Street"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60644"", ""1750""), short_name = c(""4944"", ""W Erie St"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60644"", ""1750""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""4944 W Erie St, Chicago, IL 60644, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8925235, lng = -87.7499204), southwest = list(lat = 41.8923513, lng = -87.750013)), location = list(lat = 41.8924306, lng = -87.7499697), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8937863802915, lng = -87.7486177197085), southwest = list(lat = 41.8910884197085, lng = -87.7513156802915))), place_id = ""ChIJd0dkYzEzDogRsKcUn9YDZFE"", types = list(""premise""))","OK",1,"ChIJd0dkYzEzDogRsKcUn9YDZFE","4944 W Erie St, Chicago, IL 60644, USA",41.8924306,-87.7499697,"W Erie St","Chicago","Cook County","IL","US","short_name","4944","Austin","60644","1750",NA,NA,NA
"4945 S JUSTINE ",5,2013-03-19,2013-03-19,"Chicago","IL",NA,4945,"S JUSTINE","S","JUSTINE","JUSTINE",NA,"4945+S+JUSTINE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4945+S+JUSTINE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4945"", ""South Justine Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""4916""), short_name = c(""4945"", ""S Justine St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""4916""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""4945 S Justine St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8037169, lng = -87.6632979), southwest = list(lat = 41.8036654, lng = -87.6634365)), location = list(lat = 41.8036919, lng = -87.6633725), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8050401302915, lng = -87.6620182197085), southwest = list(lat = 41.8023421697085, lng = -87.6647161802915))), place_id = ""ChIJ43oRfGQuDogRHpy4qdEq1Ik"", 
    types = list(""premise""))","OK",1,"ChIJ43oRfGQuDogRHpy4qdEq1Ik","4945 S Justine St, Chicago, IL 60609, USA",41.8036919,-87.6633725,"S Justine St","Chicago","Cook County","IL","US","short_name","4945","Back of the Yards","60609","4916",NA,NA,NA
"4945 S PAULINA ",6,2011-07-24,2011-07-24,"Chicago","IL",NA,4945,"S PAULINA","S","PAULINA","PAULINA",NA,"4945+S+PAULINA+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4945+S+PAULINA+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4945"", ""North Paulina Street"", ""Ravenswood"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60640""), short_name = c(""4945"", ""N Paulina St"", ""Ravenswood"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60640""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), formatted_address = ""4945 N Paulina St, Chicago, IL 60640, USA"", 
    geometry = list(location = list(lat = 41.9733082, lng = -87.6707048), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.9746571802915, lng = -87.6693558197085), southwest = list(lat = 41.9719592197085, lng = -87.6720537802915))), place_id = ""Eik0OTQ1IE4gUGF1bGluYSBTdCwgQ2hpY2FnbywgSUwgNjA2NDAsIFVTQSIbEhkKFAoSCRVmo-Qm0g-IEXu3jxEJZq0OENEm"", types = list(""street_address""))","OK",1,"Eik0OTQ1IE4gUGF1bGluYSBTdCwgQ2hpY2FnbywgSUwgNjA2NDAsIFVTQSIbEhkKFAoSCRVmo-Qm0g-IEXu3jxEJZq0OENEm","4945 N Paulina St, Chicago, IL 60640, USA",41.9733082,-87.6707048,"N Paulina St","Chicago","Cook County","IL","US","short_name","4945","Ravenswood","60640",NA,NA,NA,NA
"4946 W VAN BUREN ",4,2011-10-24,2011-10-24,"Chicago","IL",NA,4946,"W VAN BUREN","W","VAN BUREN","BUREN",NA,"4946+W+VAN BUREN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4946+W+VAN+BUREN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4946"", ""West Van Buren Street"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60644"", ""4955""), short_name = c(""4946"", ""W Van Buren St"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60644"", ""4955""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""4946 W Van Buren St, Chicago, IL 60644, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8752092, lng = -87.7490145), southwest = list(lat = 41.87505, lng = -87.7491003)), location = list(lat = 41.8751244, lng = -87.7490497), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8764785802915, lng = -87.7477084197085), southwest = list(lat = 41.8737806197085, lng = -87.7504063802915))), place_id = ""ChIJ3ao9ARczDogRqz9iDB02Cf8"", 
    types = list(""premise""))","OK",1,"ChIJ3ao9ARczDogRqz9iDB02Cf8","4946 W Van Buren St, Chicago, IL 60644, USA",41.8751244,-87.7490497,"W Van Buren St","Chicago","Cook County","IL","US","short_name","4946","Austin","60644","4955",NA,NA,NA
"4948 S PEORIA ",4,2012-03-01,2012-03-01,"Chicago","IL",NA,4948,"S PEORIA","S","PEORIA","PEORIA",NA,"4948+S+PEORIA+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4948+S+PEORIA+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4948"", ""South Peoria Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""5138""), short_name = c(""4948"", ""S Peoria St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""5138""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""4948 S Peoria St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8037973, lng = -87.6479603), southwest = list(lat = 41.8037238, lng = -87.64821)), location = list(lat = 41.803769, lng = -87.648074), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8051095302915, lng = -87.6467361697085), southwest = list(lat = 41.8024115697085, lng = -87.6494341302915))), place_id = ""ChIJec8q1ZEuDogRRgbo0o1z7g4"", 
    types = list(""premise""))","OK",1,"ChIJec8q1ZEuDogRRgbo0o1z7g4","4948 S Peoria St, Chicago, IL 60609, USA",41.803769,-87.648074,"S Peoria St","Chicago","Cook County","IL","US","short_name","4948","Back of the Yards","60609","5138",NA,NA,NA
"4952 S JUSTINE ",6,2015-03-06,2015-03-06,"Chicago","IL",NA,4952,"S JUSTINE","S","JUSTINE","JUSTINE",NA,"4952+S+JUSTINE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4952+S+JUSTINE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4952"", ""South Justine Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""4915""), short_name = c(""4952"", ""S Justine St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""4915""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""4952 S Justine St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.803446, lng = -87.6637573), southwest = list(lat = 41.8033717, lng = -87.6639631)), location = list(lat = 41.8033923, lng = -87.6639119), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8047578302915, lng = -87.6625112197085), southwest = list(lat = 41.8020598697085, lng = -87.6652091802915))), place_id = ""ChIJR7JBb2QuDogRyHEURpZBzo0"", 
    types = list(""premise""))","OK",1,"ChIJR7JBb2QuDogRyHEURpZBzo0","4952 S Justine St, Chicago, IL 60609, USA",41.8033923,-87.6639119,"S Justine St","Chicago","Cook County","IL","US","short_name","4952","Back of the Yards","60609","4915",NA,NA,NA
"4953 S LOOMIS ",12,2012-01-12,2013-11-27,"Chicago","IL",NA,4953,"S LOOMIS","S","LOOMIS","LOOMIS",NA,"4953+S+LOOMIS+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4953+S+LOOMIS+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4953"", ""South Loomis Place"", ""McKinley Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609""), short_name = c(""4953"", ""S Loomis Pl"", ""McKinley Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""4953 S Loomis Pl, Chicago, IL 60609, USA"", geometry = list(location = list(lat = 41.8260233, lng = -87.6609432), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8273722802915, lng = -87.6595942197085), southwest = list(lat = 41.8246743197085, lng = -87.6622921802915))), place_id = ""Eig0OTUzIFMgTG9vbWlzIFBsLCBDaGljYWdvLCBJTCA2MDYwOSwgVVNBIhsSGQoUChIJtzWTZdItDogRKuBe-G53IwwQ2SY"", types = list(""street_address""))","OK",1,"Eig0OTUzIFMgTG9vbWlzIFBsLCBDaGljYWdvLCBJTCA2MDYwOSwgVVNBIhsSGQoUChIJtzWTZdItDogRKuBe-G53IwwQ2SY","4953 S Loomis Pl, Chicago, IL 60609, USA",41.8260233,-87.6609432,"S Loomis Pl","Chicago","Cook County","IL","US","short_name","4953","McKinley Park","60609",NA,NA,NA,NA
"4953 S LOOMIS BLVD ",5,2011-11-01,2011-11-01,"Chicago","IL",NA,4953,"S LOOMIS BLVD","S","LOOMIS","BLVD","BLVD","4953+S+LOOMIS+BLVD+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=4953+S+LOOMIS+BLVD+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""4953"", ""South Loomis Place"", ""McKinley Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609""), short_name = c(""4953"", ""S Loomis Pl"", ""McKinley Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""4953 S Loomis Pl, Chicago, IL 60609, USA"", geometry = list(location = list(lat = 41.8260233, lng = -87.6609432), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8273722802915, lng = -87.6595942197085), southwest = list(lat = 41.8246743197085, lng = -87.6622921802915))), place_id = ""Eig0OTUzIFMgTG9vbWlzIFBsLCBDaGljYWdvLCBJTCA2MDYwOSwgVVNBIhsSGQoUChIJtzWTZdItDogRKuBe-G53IwwQ2SY"", types = list(""street_address""))","OK",1,"Eig0OTUzIFMgTG9vbWlzIFBsLCBDaGljYWdvLCBJTCA2MDYwOSwgVVNBIhsSGQoUChIJtzWTZdItDogRKuBe-G53IwwQ2SY","4953 S Loomis Pl, Chicago, IL 60609, USA",41.8260233,-87.6609432,"S Loomis Pl","Chicago","Cook County","IL","US","short_name","4953","McKinley Park","60609",NA,NA,NA,NA
"500 N MONTICELLO ",4,2011-07-05,2011-08-02,"Chicago","IL",NA,500,"N MONTICELLO","N","MONTICELLO","MONTICELLO",NA,"500+N+MONTICELLO+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=500+N+MONTICELLO+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""500"", ""North Monticello Avenue"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60624""), short_name = c(""500"", ""N Monticello Ave"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60624""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""500 N Monticello Ave, Chicago, IL 60624, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8901118, lng = -87.7175379), southwest = list(lat = 41.8900493, lng = -87.717771)), location = list(lat = 41.890087, lng = -87.7176657), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8914295302915, lng = -87.7163054697085), southwest = list(lat = 41.8887315697085, lng = -87.7190034302915))), place_id = ""ChIJTZnj0MkyDogRjzM3XB4Hv_c"", types = list(""premise""))","OK",1,"ChIJTZnj0MkyDogRjzM3XB4Hv_c","500 N Monticello Ave, Chicago, IL 60624, USA",41.890087,-87.7176657,"N Monticello Ave","Chicago","Cook County","IL","US","short_name","500","Humboldt Park","60624",NA,NA,NA,NA
"500 W 46TH ",3,2011-07-26,2011-07-26,"Chicago","IL",NA,500,"W 46TH","W","46TH","46TH",NA,"500+W+46TH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=500+W+46TH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""500"", ""West 46th Street"", ""New City"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""3515""), short_name = c(""500"", ""W 46th St"", ""New City"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""3515""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""500 W 46th St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8111081, lng = -87.638422), southwest = list(lat = 41.8109539, lng = -87.6385098)), location = list(lat = 41.8110263, lng = -87.6384761), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8123799802915, lng = -87.6371169197085), southwest = list(lat = 41.8096820197085, lng = -87.6398148802915))), place_id = ""ChIJ1e_MqpguDogRMLNWZHPWUj0"", types = list(""premise""))","OK",1,"ChIJ1e_MqpguDogRMLNWZHPWUj0","500 W 46th St, Chicago, IL 60609, USA",41.8110263,-87.6384761,"W 46th St","Chicago","Cook County","IL","US","short_name","500","New City","60609","3515",NA,NA,NA
"500 W 46TH PL ",28,2011-09-12,2012-04-17,"Chicago","IL",NA,500,"W 46TH PL","W","46TH","PL","PL","500+W+46TH+PL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=500+W+46TH+PL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""500"", ""West 46th Place"", ""New City"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""3510""), short_name = c(""500"", ""W 46th Pl"", ""New City"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""3510""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""500 W 46th Pl, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8101535, lng = -87.6384065), southwest = list(lat = 41.8099987, lng = -87.6385074)), location = list(lat = 41.8100939, lng = -87.6384376), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8114250802915, lng = -87.6371079697085), southwest = list(lat = 41.8087271197085, lng = -87.6398059302915))), place_id = ""ChIJIUu2oJguDogROBscD4DODRc"", types = list(""premise""))","OK",1,"ChIJIUu2oJguDogROBscD4DODRc","500 W 46th Pl, Chicago, IL 60609, USA",41.8100939,-87.6384376,"W 46th Pl","Chicago","Cook County","IL","US","short_name","500","New City","60609","3510",NA,NA,NA
"500 W 46TH ST ",6,2012-02-21,2012-02-21,"Chicago","IL",NA,500,"W 46TH ST","W","46TH","ST","ST","500+W+46TH+ST+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=500+W+46TH+ST+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""500"", ""West 46th Street"", ""New City"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""3515""), short_name = c(""500"", ""W 46th St"", ""New City"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""3515""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""500 W 46th St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8111081, lng = -87.638422), southwest = list(lat = 41.8109539, lng = -87.6385098)), location = list(lat = 41.8110263, lng = -87.6384761), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8123799802915, lng = -87.6371169197085), southwest = list(lat = 41.8096820197085, lng = -87.6398148802915))), place_id = ""ChIJ1e_MqpguDogRMLNWZHPWUj0"", types = list(""premise""))","OK",1,"ChIJ1e_MqpguDogRMLNWZHPWUj0","500 W 46th St, Chicago, IL 60609, USA",41.8110263,-87.6384761,"W 46th St","Chicago","Cook County","IL","US","short_name","500","New City","60609","3515",NA,NA,NA
"500 W 4T6H PL ",6,2012-02-21,2012-02-21,"Chicago","IL",NA,500,"W 4T6H PL","W","46TH","PL","PL","500+W+46TH+PL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=500+W+46TH+PL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""500"", ""West 46th Place"", ""New City"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""3510""), short_name = c(""500"", ""W 46th Pl"", ""New City"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""3510""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""500 W 46th Pl, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8101535, lng = -87.6384065), southwest = list(lat = 41.8099987, lng = -87.6385074)), location = list(lat = 41.8100939, lng = -87.6384376), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8114250802915, lng = -87.6371079697085), southwest = list(lat = 41.8087271197085, lng = -87.6398059302915))), place_id = ""ChIJIUu2oJguDogROBscD4DODRc"", types = list(""premise""))","OK",1,"ChIJIUu2oJguDogROBscD4DODRc","500 W 46th Pl, Chicago, IL 60609, USA",41.8100939,-87.6384376,"W 46th Pl","Chicago","Cook County","IL","US","short_name","500","New City","60609","3510",NA,NA,NA
"5001 W 46TH PL ",6,2011-12-19,2011-12-19,"Chicago","IL",NA,5001,"W 46TH PL","W","46TH","PL","PL","5001+W+46TH+PL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5001+W+46TH+PL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5001"", ""West 46th Street"", ""LeClaire Courts"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60638""), short_name = c(""5001"", ""W 46th St"", ""LeClaire Courts"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60638""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""5001 W 46th St, Chicago, IL 60638, USA"", geometry = list(location = list(lat = 41.8093974, lng = -87.7481144), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8107463802915, lng = -87.7467654197085), southwest = list(lat = 41.8080484197085, lng = -87.7494633802915))), place_id = ""EiY1MDAxIFcgNDZ0aCBTdCwgQ2hpY2FnbywgSUwgNjA2MzgsIFVTQSIbEhkKFAoSCZ1CjnJlMQ6IEdgGPLQJsMdNEIkn"", types = list(""street_address""))","OK",1,"EiY1MDAxIFcgNDZ0aCBTdCwgQ2hpY2FnbywgSUwgNjA2MzgsIFVTQSIbEhkKFAoSCZ1CjnJlMQ6IEdgGPLQJsMdNEIkn","5001 W 46th St, Chicago, IL 60638, USA",41.8093974,-87.7481144,"W 46th St","Chicago","Cook County","IL","US","short_name","5001","LeClaire Courts","60638",NA,NA,NA,NA
"5002  MORGAN ",6,2015-01-09,2015-01-09,"Chicago","IL",NA,5002,"MORGAN",NA,"MORGAN","MORGAN",NA,"5002+NA+MORGAN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5002+NA+MORGAN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""South Morgan Street"", ""Cook County"", ""Illinois"", ""United States""), short_name = c(""S Morgan St"", ""Cook County"", ""IL"", ""US""), types = list(""route"", c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political"")))), formatted_address = ""S Morgan St, Illinois, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8859264, lng = -87.6383797), southwest = list(lat = 41.6567946, lng = -87.658113)), 
    location = list(lat = 41.7705761, lng = -87.6494115), location_type = ""GEOMETRIC_CENTER"", viewport = list(northeast = list(lat = 41.8859264, lng = -87.6383797), southwest = list(lat = 41.6567946, lng = -87.658113))), partial_match = TRUE, place_id = ""ChIJma3gxgQvDogRvBBVvzlDzww"", types = list(""route""))","OK",1,"ChIJma3gxgQvDogRvBBVvzlDzww","S Morgan St, Illinois, USA",41.7705761,-87.6494115,"S Morgan St",NA,"Cook County","IL","US","short_name",NA,NA,NA,NA,NA,NA,NA
"5002 S MORGAN ",27,2012-08-07,2017-12-18,"Chicago","IL",NA,5002,"S MORGAN","S","MORGAN","MORGAN",NA,"5002+S+MORGAN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5002+S+MORGAN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5002"", ""South Morgan Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""5160""), short_name = c(""5002"", ""S Morgan St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""5160""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""5002 S Morgan St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8031376, lng = -87.6504397), southwest = list(lat = 41.8030768, lng = -87.6505974)), location = list(lat = 41.8031102, lng = -87.6505117), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8044561802915, lng = -87.6491695697085), southwest = list(lat = 41.8017582197085, lng = -87.6518675302915))), place_id = ""ChIJG7SkWY4uDogR-AkdTidy1TY"", 
    types = list(""premise""))","OK",1,"ChIJG7SkWY4uDogR-AkdTidy1TY","5002 S Morgan St, Chicago, IL 60609, USA",41.8031102,-87.6505117,"S Morgan St","Chicago","Cook County","IL","US","short_name","5002","Back of the Yards","60609","5160",NA,NA,NA
